loan_id,month_offset,expected,collected,delayed_days
LN00754,2,73560.46,73038.49,0
LN00754,3,73560.46,73086.47,0
LN00754,4,73560.46,73166.59,0
LN00754,5,73560.46,73113.58,0
LN00754,6,73560.46,72985.72,0
LN00755,1,63451.65,44868.11,24
LN00755,2,63451.65,45526.62,12
LN00755,3,63451.65,0.0,75
LN00755,4,63451.65,63067.56,0
LN00755,5,63451.65,46506.35,14
LN00755,6,63451.65,62818.07,0
LN00756,1,85914.04,85231.57,0
LN00756,2,85914.04,85560.45,0
LN00756,3,85914.04,85470.8,0
LN00756,4,85914.04,85068.11,0
LN00756,5,85914.04,85858.78,0
LN00756,6,85914.04,85477.55,0
LN00757,1,38542.1,0.0,80
LN00757,2,38542.1,38264.58,0
LN00757,3,38542.1,24161.85,6
LN00757,4,38542.1,38435.23,0
LN00757,5,38542.1,0.0,23
LN00757,6,38542.1,38542.1,7
LN00758,1,21032.69,21032.69,13
LN00758,2,21032.69,20843.81,0
LN00758,3,21032.69,0.0,65
LN00758,4,21032.69,6530.44,8
LN00758,5,21032.69,20972.51,0
LN00758,6,21032.69,21032.69,9
LN00759,1,96515.35,0.0,32
LN00759,2,96515.35,0.0,27
LN00759,3,96515.35,0.0,39
LN00759,4,96515.35,96515.35,5
LN00759,5,96515.35,96515.35,13
LN00759,6,96515.35,96348.7,0
LN00760,1,50968.52,50632.54,0
LN00760,2,50968.52,50836.84,0
LN00760,3,50968.52,50913.83,0
LN00760,4,50968.52,50958.69,0
LN00760,5,50968.52,50707.69,0
LN00760,6,50968.52,50507.13,0
LN00761,1,29258.45,29258.45,4
LN00761,2,29258.45,29028.03,0
LN00761,3,29258.45,0.0,45
LN00761,4,29258.45,29202.97,0
LN00761,5,29258.45,20996.53,14
LN00761,6,29258.45,29061.67,0
LN00762,1,13934.51,13934.51,10
LN00762,2,13934.51,13818.73,0
LN00762,3,13934.51,0.0,67
LN00762,4,13934.51,6447.07,8
LN00762,5,13934.51,13807.16,0
LN00762,6,13934.51,13886.17,0
LN00764,1,24460.2,24444.0,0
LN00764,2,24460.2,17768.03,19
LN00764,3,24460.2,24226.59,0
LN00764,4,24460.2,24460.2,5
LN00764,5,24460.2,0.0,20
LN00764,6,24460.2,24460.2,2
LN00765,1,20280.49,0.0,60
LN00765,2,20280.49,20190.98,0
LN00765,3,20280.49,20077.85,0
LN00765,4,20280.49,7362.99,14
LN00765,5,20280.49,0.0,33
LN00765,6,20280.49,20113.98,0
LN00766,1,7006.09,6963.68,0
LN00766,2,7006.09,7004.57,0
LN00766,3,7006.09,6945.76,0
LN00766,4,7006.09,6937.36,0
LN00766,5,7006.09,6943.91,0
LN00766,6,7006.09,7006.09,9
LN00767,1,15670.56,5877.45,6
LN00767,2,15670.56,0.0,51
LN00767,3,15670.56,15633.87,0
LN00767,4,15670.56,15541.13,0
LN00767,5,15670.56,0.0,22
LN00767,6,15670.56,0.0,89
LN00768,1,56341.36,56149.49,0
LN00768,2,56341.36,56168.36,0
LN00768,3,56341.36,56332.04,0
LN00768,4,56341.36,56090.18,0
LN00768,5,56341.36,55846.47,0
LN00768,6,56341.36,56305.08,0
LN00769,1,108588.55,107777.78,0
LN00769,2,108588.55,0.0,37
LN00769,3,108588.55,108038.85,0
LN00769,4,108588.55,107975.54,0
LN00769,5,108588.55,0.0,44
LN00769,6,108588.55,94965.7,20
LN00770,1,20599.17,20546.9,0
LN00770,2,20599.17,20595.96,0
LN00770,3,20599.17,20516.31,0
LN00770,4,20599.17,20565.89,0
LN00770,5,20599.17,20549.95,0
LN00770,6,20599.17,20472.48,0
LN00771,1,115820.61,114677.04,0
LN00771,2,115820.61,115049.44,0
LN00771,3,115820.61,115692.41,0
LN00771,4,115820.61,115582.84,0
LN00771,5,115820.61,114926.65,0
LN00771,6,115820.61,115582.85,0
LN00772,1,49371.13,0.0,32
LN00772,2,49371.13,49205.21,0
LN00772,3,49371.13,0.0,67
LN00772,4,49371.13,49298.37,0
LN00772,5,49371.13,48900.26,0
LN00772,6,49371.13,48913.18,0
LN00773,1,31423.99,31423.99,9
LN00773,2,31423.99,31234.85,0
LN00773,3,31423.99,0.0,73
LN00773,4,31423.99,0.0,25
LN00773,5,31423.99,14353.66,18
LN00773,6,31423.99,31393.72,0
LN00774,1,92828.35,91975.08,0
LN00774,2,92828.35,92075.75,0
LN00774,3,92828.35,92084.6,0
LN00774,4,92828.35,92068.08,0
LN00774,5,92828.35,92099.57,0
LN00774,6,92828.35,92828.35,11
LN00775,1,43509.13,0.0,33
LN00775,2,43509.13,43350.09,0
LN00775,3,43509.13,43360.07,0
LN00775,4,43509.13,43329.55,0
LN00775,5,43509.13,43241.76,0
LN00775,6,43509.13,43118.89,0
LN00776,1,139374.11,138771.2,0
LN00776,2,139374.11,138626.86,0
LN00776,3,139374.11,139261.68,0
LN00776,4,139374.11,138990.35,0
LN00776,5,139374.11,68076.56,6
LN00776,6,139374.11,139374.11,13
LN00777,1,14514.46,0.0,84
LN00777,2,14514.46,14453.96,0
LN00777,3,14514.46,14456.82,0
LN00777,4,14514.46,14476.96,0
LN00777,5,14514.46,14381.79,0
LN00777,6,14514.46,14497.64,0
LN00778,1,25544.11,0.0,31
LN00778,2,25544.11,18153.78,25
LN00778,3,25544.11,25299.05,0
LN00778,4,25544.11,0.0,22
LN00778,5,25544.11,0.0,77
LN00778,6,25544.11,10193.65,25
LN00779,1,30772.7,0.0,89
LN00779,2,30772.7,0.0,71
LN00779,3,30772.7,30663.93,0
LN00779,4,30772.7,30613.14,0
LN00779,5,30772.7,0.0,30
LN00779,6,30772.7,30772.7,14
LN00780,1,4007.54,4005.38,0
LN00780,2,4007.54,2795.31,19
LN00780,3,4007.54,1750.5,9
LN00780,4,4007.54,4007.54,8
LN00780,5,4007.54,0.0,40
LN00780,6,4007.54,1906.64,13
LN00781,1,6738.91,6738.91,13
LN00781,2,6738.91,6733.15,0
LN00781,3,6738.91,6717.67,0
LN00781,4,6738.91,6698.08,0
LN00781,5,6738.91,2395.11,27
LN00781,6,6738.91,6709.24,0
LN00782,1,19832.18,19723.81,0
LN00782,2,19832.18,19692.34,0
LN00782,3,19832.18,0.0,54
LN00782,4,19832.18,19832.18,3
LN00782,5,19832.18,0.0,59
LN00782,6,19832.18,5983.25,20
LN00783,1,28330.45,28194.76,0
LN00783,2,28330.45,21429.98,26
LN00783,3,28330.45,28219.01,0
LN00783,4,28330.45,28160.8,0
LN00783,5,28330.45,28260.51,0
LN00783,6,28330.45,0.0,60
LN00784,1,14804.95,0.0,21
LN00784,2,14804.95,8127.1,16
LN00784,3,14804.95,12055.54,19
LN00784,4,14804.95,0.0,23
LN00784,5,14804.95,11467.01,13
LN00784,6,14804.95,0.0,62
LN00785,1,90039.68,89349.4,0
LN00785,2,90039.68,89720.42,0
LN00785,3,90039.68,90039.68,7
LN00785,4,90039.68,90039.68,6
LN00785,5,90039.68,89662.62,0
LN00785,6,90039.68,89993.97,0
LN00786,1,18931.23,18798.28,0
LN00786,2,18931.23,18931.23,9
LN00786,3,18931.23,18798.13,0
LN00786,4,18931.23,18818.63,0
LN00786,5,18931.23,18931.23,10
LN00786,6,18931.23,18816.44,0
LN00787,1,27111.64,26851.79,0
LN00787,2,27111.64,0.0,42
LN00787,3,27111.64,27037.33,0
LN00787,4,27111.64,27016.05,0
LN00787,5,27111.64,26888.37,0
LN00787,6,27111.64,20206.3,14
LN00788,1,34524.16,34358.26,0
LN00788,2,34524.16,34234.95,0
LN00788,3,34524.16,34524.16,11
LN00788,4,34524.16,34480.63,0
LN00788,5,34524.16,34331.82,0
LN00788,6,34524.16,34524.16,13
LN00789,1,10805.33,10747.82,0
LN00789,2,10805.33,10755.38,0
LN00789,3,10805.33,10796.61,0
LN00789,4,10805.33,10783.84,0
LN00789,5,10805.33,10738.61,0
LN00789,6,10805.33,10796.14,0
LN00791,1,57896.65,57529.68,0
LN00791,2,57896.65,57896.65,1
LN00791,3,57896.65,33518.28,20
LN00791,4,57896.65,57574.24,0
LN00791,5,57896.65,57493.47,0
LN00791,6,57896.65,57687.31,0
LN00792,1,57970.74,57429.33,0
LN00792,2,57970.74,0.0,37
LN00792,3,57970.74,57437.43,0
LN00792,4,57970.74,57430.46,0
LN00792,5,57970.74,57908.08,0
LN00792,6,57970.74,57885.58,0
LN00793,1,18369.2,0.0,83
LN00793,2,18369.2,18193.43,0
LN00793,3,18369.2,0.0,55
LN00793,4,18369.2,18369.2,9
LN00793,5,18369.2,18369.2,7
LN00793,6,18369.2,18325.71,0
LN00794,1,31483.22,31293.82,0
LN00794,2,31483.22,0.0,36
LN00794,3,31483.22,31426.7,0
LN00794,4,31483.22,31405.65,0
LN00794,5,31483.22,31348.23,0
LN00794,6,31483.22,31426.41,0
LN00795,1,118479.23,118479.23,8
LN00795,2,118479.23,117953.85,0
LN00795,3,118479.23,117998.97,0
LN00795,4,118479.23,117315.13,0
LN00795,5,118479.23,118479.23,8
LN00795,6,118479.23,117752.02,0
LN00796,1,47181.18,46996.5,0
LN00796,2,47181.18,33106.96,14
LN00796,3,47181.18,46981.49,0
LN00796,4,47181.18,46946.59,0
LN00796,5,47181.18,47166.79,0
LN00796,6,47181.18,47178.08,0
LN00797,1,46852.48,46845.55,0
LN00797,2,46852.48,46461.8,0
LN00797,3,46852.48,46761.1,0
LN00797,4,46852.48,46681.99,0
LN00797,5,46852.48,46643.72,0
LN00797,6,46852.48,0.0,39
LN00798,1,33215.68,33164.27,0
LN00798,2,33215.68,33214.98,0
LN00798,3,33215.68,0.0,56
LN00798,4,33215.68,32990.02,0
LN00798,5,33215.68,0.0,79
LN00798,6,33215.68,32924.04,0
LN00799,1,98268.29,97717.23,0
LN00799,2,98268.29,97447.33,0
LN00799,3,98268.29,97651.46,0
LN00799,4,98268.29,97341.17,0
LN00799,5,98268.29,97971.74,0
LN00799,6,98268.29,97689.15,0
LN00800,1,19601.32,0.0,49
LN00800,2,19601.32,19460.21,0
LN00800,3,19601.32,0.0,18
LN00800,4,19601.32,14601.37,18
LN00800,5,19601.32,19601.32,13
LN00800,6,19601.32,19448.86,0
LN00801,1,9437.49,7690.53,21
LN00801,2,9437.49,9437.49,11
LN00801,3,9437.49,9437.49,12
LN00801,4,9437.49,9437.49,13
LN00802,1,28041.33,23511.51,5
LN00802,2,28041.33,0.0,78
LN00802,3,28041.33,12454.71,23
LN00802,4,28041.33,28041.33,5
LN00802,5,28041.33,19288.61,19
LN00802,6,28041.33,0.0,29
LN00803,1,6107.81,2223.17,10
LN00803,2,6107.81,6107.81,1
LN00803,3,6107.81,0.0,35
LN00803,4,6107.81,6107.81,9
LN00803,5,6107.81,6048.31,0
LN00803,6,6107.81,6107.81,5
LN00804,1,60756.84,60574.2,0
LN00804,2,60756.84,60696.36,0
LN00804,3,60756.84,42599.28,15
LN00804,4,60756.84,60676.21,0
LN00804,5,60756.84,60497.99,0
LN00804,6,60756.84,52979.38,12
LN00805,1,11853.91,11742.5,0
LN00805,2,11853.91,11782.92,0
LN00805,3,11853.91,11803.08,0
LN00805,4,11853.91,11768.54,0
LN00805,5,11853.91,11822.15,0
LN00805,6,11853.91,11822.38,0
LN00806,1,59125.85,58580.62,0
LN00806,2,59125.85,0.0,58
LN00806,3,59125.85,0.0,67
LN00806,4,59125.85,59096.99,0
LN00806,5,59125.85,59125.85,3
LN00806,6,59125.85,27954.39,11
LN00807,1,9090.74,9087.44,0
LN00807,2,9090.74,9054.07,0
LN00807,3,9090.74,0.0,48
LN00807,4,9090.74,9068.86,0
LN00807,5,9090.74,9070.7,0
LN00807,6,9090.74,6395.46,16
LN00808,1,15231.38,15231.38,2
LN00808,2,15231.38,6542.99,26
LN00808,3,15231.38,15091.57,0
LN00808,4,15231.38,6592.83,22
LN00808,5,15231.38,0.0,19
LN00808,6,15231.38,15206.88,0
LN00809,1,64439.12,64224.5,0
LN00809,2,64439.12,64439.12,7
LN00809,3,64439.12,63999.64,0
LN00809,4,64439.12,63986.7,0
LN00809,5,64439.12,64174.65,0
LN00809,6,64439.12,64123.29,0
LN00811,1,100914.4,100804.99,0
LN00811,2,100914.4,100514.97,0
LN00811,3,100914.4,100583.27,0
LN00811,4,100914.4,100064.82,0
LN00811,5,100914.4,100878.49,0
LN00811,6,100914.4,100275.11,0
LN00812,1,37662.2,37558.73,0
LN00812,2,37662.2,37662.2,3
LN00812,3,37662.2,37662.2,10
LN00812,4,37662.2,25141.65,12
LN00812,5,37662.2,37662.2,1
LN00812,6,37662.2,19614.2,11
LN00813,1,7713.51,7713.51,4
LN00813,2,7713.51,3832.5,5
LN00813,3,7713.51,0.0,15
LN00813,4,7713.51,7713.51,8
LN00813,5,7713.51,7676.63,0
LN00813,6,7713.51,0.0,49
LN00814,1,23172.04,23068.66,0
LN00814,2,23172.04,23077.56,0
LN00814,3,23172.04,14964.2,20
LN00814,4,23172.04,7575.4,19
LN00814,5,23172.04,22940.53,0
LN00814,6,23172.04,0.0,83
LN00815,1,37051.76,36920.16,0
LN00815,2,37051.76,36934.28,0
LN00815,3,37051.76,36890.42,0
LN00815,4,37051.76,0.0,39
LN00815,5,37051.76,37029.62,0
LN00815,6,37051.76,37051.76,5
LN00816,1,5590.82,5559.74,0
LN00816,2,5590.82,5563.8,0
LN00816,3,5590.82,5580.25,0
LN00816,4,5590.82,5566.21,0
LN00816,5,5590.82,5590.82,7
LN00816,6,5590.82,3440.2,5
LN00817,1,27586.32,0.0,79
LN00817,2,27586.32,0.0,79
LN00817,3,27586.32,22996.16,21
LN00817,4,27586.32,27570.98,0
LN00817,5,27586.32,27586.32,7
LN00817,6,27586.32,0.0,25
LN00818,1,84489.42,0.0,60
LN00818,2,84489.42,84319.56,0
LN00818,3,84489.42,0.0,37
LN00818,4,84489.42,84489.42,1
LN00818,5,84489.42,83965.73,0
LN00818,6,84489.42,68161.66,11
LN00819,1,19684.39,15617.93,9
LN00819,2,19684.39,0.0,21
LN00819,3,19684.39,19610.43,0
LN00819,4,19684.39,19499.42,0
LN00820,1,49666.99,49314.24,0
LN00820,2,49666.99,49632.48,0
LN00820,3,49666.99,49307.84,0
LN00820,4,49666.99,49521.43,0
LN00820,5,49666.99,49666.99,11
LN00820,6,49666.99,49666.99,2
LN00821,1,113838.98,0.0,88
LN00821,2,113838.98,0.0,52
LN00821,3,113838.98,0.0,69
LN00821,4,113838.98,112731.69,0
LN00821,5,113838.98,113732.47,0
LN00821,6,113838.98,0.0,46
LN00823,1,7293.34,7293.34,7
LN00823,2,7293.34,7264.63,0
LN00823,3,7293.34,0.0,35
LN00823,4,7293.34,7293.34,13
LN00823,5,7293.34,3949.64,5
LN00823,6,7293.34,0.0,26
LN00825,1,93863.85,0.0,16
LN00825,2,93863.85,93091.67,0
LN00825,3,93863.85,93863.85,2
LN00825,4,93863.85,0.0,35
LN00825,5,93863.85,93573.6,0
LN00825,6,93863.85,93863.85,8
LN00826,1,40384.1,40384.1,5
LN00826,2,40384.1,0.0,47
LN00826,3,40384.1,33571.06,9
LN00826,4,40384.1,40041.15,0
LN00826,5,40384.1,40384.1,8
LN00826,6,40384.1,40384.1,8
LN00827,1,31083.5,31083.5,6
LN00827,2,31083.5,0.0,29
LN00827,3,31083.5,0.0,44
LN00827,4,31083.5,30865.42,0
LN00827,5,31083.5,0.0,54
LN00827,6,31083.5,0.0,64
LN00828,1,109226.29,108514.66,0
LN00828,2,109226.29,108244.87,0
LN00828,3,109226.29,0.0,42
LN00828,4,109226.29,108264.15,0
LN00828,5,109226.29,0.0,49
LN00828,6,109226.29,109196.9,0
LN00829,1,128155.52,128155.52,13
LN00829,2,128155.52,128077.6,0
LN00829,3,128155.52,40121.9,15
LN00829,4,128155.52,127629.93,0
LN00829,5,128155.52,127039.65,0
LN00829,6,128155.52,127489.36,0
LN00830,1,153808.94,113749.48,19
LN00830,2,153808.94,152999.15,0
LN00830,3,153808.94,153130.59,0
LN00830,4,153808.94,152689.93,0
LN00830,5,153808.94,153808.94,14
LN00830,6,153808.94,100810.02,7
LN00831,1,10358.09,5653.06,8
LN00831,2,10358.09,10346.3,0
LN00831,3,10358.09,4409.94,10
LN00831,4,10358.09,0.0,47
LN00831,5,10358.09,10358.09,6
LN00831,6,10358.09,0.0,40
LN00832,1,12527.86,0.0,31
LN00832,2,12527.86,0.0,23
LN00832,3,12527.86,9876.13,6
LN00832,4,12527.86,12502.58,0
LN00832,5,12527.86,5744.54,10
LN00832,6,12527.86,0.0,81
LN00833,1,104986.35,104464.3,0
LN00833,2,104986.35,103948.81,0
LN00833,3,104986.35,104535.8,0
LN00833,4,104986.35,104986.35,8
LN00833,5,104986.35,0.0,59
LN00833,6,104986.35,104686.86,0
LN00834,1,116084.47,115897.32,0
LN00834,2,116084.47,44193.99,15
LN00834,3,116084.47,115087.58,0
LN00834,4,116084.47,115989.29,0
LN00834,5,116084.47,115466.04,0
LN00834,6,116084.47,115788.01,0
LN00835,1,76687.88,76581.1,0
LN00835,2,76687.88,76131.16,0
LN00835,3,76687.88,75966.33,0
LN00835,4,76687.88,76385.2,0
LN00835,5,76687.88,76082.81,0
LN00835,6,76687.88,76031.32,0
LN00836,1,24405.09,0.0,24
LN00836,2,24405.09,24381.53,0
LN00836,3,24405.09,17430.97,18
LN00836,4,24405.09,0.0,33
LN00836,5,24405.09,0.0,21
LN00836,6,24405.09,0.0,83
LN00837,1,37041.63,37002.32,0
LN00837,2,37041.63,0.0,76
LN00837,3,37041.63,37010.92,0
LN00837,4,37041.63,21992.17,7
LN00837,5,37041.63,37041.63,13
LN00837,6,37041.63,36799.75,0
LN00839,1,87033.36,86900.18,0
LN00839,2,87033.36,86659.34,0
LN00839,3,87033.36,86549.84,0
LN00839,4,87033.36,86800.06,0
LN00839,5,87033.36,86448.3,0
LN00839,6,87033.36,86274.88,0
LN00842,1,17929.47,17929.47,10
LN00842,2,17929.47,17926.11,0
LN00842,3,17929.47,17840.31,0
LN00842,4,17929.47,17839.94,0
LN00842,5,17929.47,0.0,89
LN00842,6,17929.47,17781.78,0
LN00843,1,67741.06,67513.19,0
LN00843,2,67741.06,0.0,32
LN00843,3,67741.06,67590.98,0
LN00843,4,67741.06,67113.38,0
LN00843,5,67741.06,67709.72,0
LN00843,6,67741.06,0.0,46
LN00844,1,180961.93,72109.84,6
LN00844,2,180961.93,180961.93,11
LN00844,3,180961.93,180851.55,0
LN00844,4,180961.93,0.0,24
LN00845,1,3118.37,3118.37,6
LN00845,2,3118.37,0.0,31
LN00845,3,3118.37,0.0,31
LN00845,4,3118.37,0.0,84
LN00845,5,3118.37,1226.46,7
LN00845,6,3118.37,0.0,21
LN00846,1,48748.99,48717.92,0
LN00846,2,48748.99,48513.64,0
LN00846,3,48748.99,48748.99,10
LN00846,4,48748.99,48698.78,0
LN00846,5,48748.99,48559.39,0
LN00846,6,48748.99,48373.65,0
LN00847,1,53074.15,52761.42,0
LN00847,2,53074.15,52974.87,0
LN00847,3,53074.15,52949.71,0
LN00847,4,53074.15,52793.8,0
LN00847,5,53074.15,52559.61,0
LN00847,6,53074.15,52684.47,0
LN00848,1,33954.39,0.0,57
LN00848,2,33954.39,0.0,19
LN00848,3,33954.39,33776.89,0
LN00848,4,33954.39,33954.39,6
LN00848,5,33954.39,33639.15,0
LN00848,6,33954.39,33863.31,0
LN00849,1,36873.58,36650.45,0
LN00849,2,36873.58,0.0,50
LN00849,3,36873.58,36555.29,0
LN00849,4,36873.58,27638.9,28
LN00849,5,36873.58,36873.58,1
LN00849,6,36873.58,36760.22,0
LN00850,1,44034.78,43825.77,0
LN00850,2,44034.78,43916.62,0
LN00850,3,44034.78,43991.31,0
LN00850,4,44034.78,44034.78,3
LN00850,5,44034.78,43852.98,0
LN00850,6,44034.78,43974.07,0
LN00851,1,4147.82,1618.95,20
LN00851,2,4147.82,0.0,63
LN00851,3,4147.82,0.0,66
LN00851,4,4147.82,0.0,61
LN00851,5,4147.82,4147.82,8
LN00852,1,31315.39,0.0,62
LN00852,2,31315.39,31258.22,0
LN00852,3,31315.39,31081.44,0
LN00852,4,31315.39,31315.39,11
LN00852,5,31315.39,0.0,29
LN00852,6,31315.39,0.0,52
LN00853,1,30570.69,30552.26,0
LN00853,2,30570.69,30536.02,0
LN00853,3,30570.69,30528.34,0
LN00853,4,30570.69,30418.22,0
LN00853,5,30570.69,30440.09,0
LN00853,6,30570.69,30386.62,0
LN00854,1,110808.67,109885.92,0
LN00854,2,110808.67,110394.72,0
LN00854,3,110808.67,109970.89,0
LN00854,4,110808.67,109790.54,0
LN00854,5,110808.67,73852.64,11
LN00854,6,110808.67,110125.16,0
LN00855,1,3688.38,2048.03,6
LN00855,2,3688.38,3688.38,4
LN00855,3,3688.38,3661.1,0
LN00855,4,3688.38,3688.38,4
LN00855,5,3688.38,1200.19,10
LN00855,6,3688.38,3688.38,1
LN00856,1,6153.77,6153.77,2
LN00856,2,6153.77,0.0,57
LN00856,3,6153.77,6146.61,0
LN00856,4,6153.77,0.0,43
LN00856,5,6153.77,6104.26,0
LN00856,6,6153.77,6143.85,0
LN00857,1,48263.26,47975.73,0
LN00857,2,48263.26,47916.92,0
LN00857,3,48263.26,48263.26,6
LN00857,4,48263.26,48106.29,0
LN00857,5,48263.26,47788.47,0
LN00857,6,48263.26,48263.26,12
LN00858,1,69183.53,0.0,52
LN00858,2,69183.53,68885.01,0
LN00858,3,69183.53,69183.53,3
LN00858,4,69183.53,68633.33,0
LN00858,5,69183.53,68765.11,0
LN00858,6,69183.53,0.0,28
LN00859,1,50044.8,49556.35,0
LN00859,2,50044.8,0.0,24
LN00859,3,50044.8,36101.6,26
LN00859,4,50044.8,49573.66,0
LN00859,5,50044.8,0.0,64
LN00859,6,50044.8,0.0,45
LN00860,1,39603.59,39252.07,0
LN00860,2,39603.59,39392.96,0
LN00860,3,39603.59,39387.55,0
LN00860,4,39603.59,39321.11,0
LN00860,5,39603.59,39230.73,0
LN00860,6,39603.59,39315.47,0
LN00861,1,17906.28,17871.02,0
LN00861,2,17906.28,17810.62,0
LN00861,3,17906.28,17837.11,0
LN00861,4,17906.28,0.0,65
LN00861,5,17906.28,0.0,71
LN00861,6,17906.28,17906.28,14
LN00862,1,68604.61,67963.65,0
LN00862,2,68604.61,68232.12,0
LN00862,3,68604.61,0.0,82
LN00862,4,68604.61,68379.66,0
LN00862,5,68604.61,68171.06,0
LN00863,1,50399.56,50001.73,0
LN00863,2,50399.56,0.0,19
LN00863,3,50399.56,50352.0,0
LN00863,4,50399.56,0.0,70
LN00863,5,50399.56,0.0,33
LN00863,6,50399.56,0.0,39
LN00864,1,31159.38,30922.92,0
LN00864,2,31159.38,31002.89,0
LN00864,3,31159.38,31124.16,0
LN00864,4,31159.38,31018.63,0
LN00864,5,31159.38,31043.29,0
LN00864,6,31159.38,31159.38,8
LN00865,1,54760.38,54748.02,0
LN00865,2,54760.38,54408.28,0
LN00865,3,54760.38,0.0,79
LN00865,4,54760.38,54321.1,0
LN00865,5,54760.38,54483.12,0
LN00865,6,54760.38,54489.74,0
LN00866,1,15145.99,15116.77,0
LN00866,2,15145.99,0.0,76
LN00866,3,15145.99,15101.48,0
LN00866,4,15145.99,15145.99,2
LN00866,5,15145.99,15109.83,0
LN00866,6,15145.99,7751.79,15
LN00867,1,7561.29,0.0,67
LN00867,2,7561.29,2843.65,21
LN00867,3,7561.29,0.0,87
LN00867,4,7561.29,0.0,65
LN00867,5,7561.29,0.0,68
LN00867,6,7561.29,0.0,69
LN00868,1,21117.74,10859.2,20
LN00868,2,21117.74,21117.74,3
LN00868,3,21117.74,12749.1,9
LN00868,4,21117.74,21024.15,0
LN00868,5,21117.74,0.0,74
LN00868,6,21117.74,17302.17,28
LN00869,1,14202.54,14202.54,10
LN00869,2,14202.54,0.0,41
LN00869,3,14202.54,0.0,17
LN00869,4,14202.54,0.0,63
LN00869,5,14202.54,14202.54,12
LN00869,6,14202.54,14191.27,0
LN00870,1,19084.73,0.0,68
LN00870,2,19084.73,0.0,84
LN00870,3,19084.73,15798.39,23
LN00870,4,19084.73,19084.73,8
LN00870,5,19084.73,17015.05,17
LN00870,6,19084.73,18906.38,0
LN00871,1,5223.25,5208.73,0
LN00871,2,5223.25,5192.36,0
LN00871,3,5223.25,0.0,74
LN00871,4,5223.25,5192.82,0
LN00871,5,5223.25,5176.04,0
LN00871,6,5223.25,5188.08,0
LN00872,1,13751.22,13674.98,0
LN00872,2,13751.22,13751.22,10
LN00872,3,13751.22,13624.18,0
LN00872,4,13751.22,13705.15,0
LN00872,5,13751.22,13751.22,9
LN00872,6,13751.22,0.0,28
LN00874,1,60254.56,46249.88,24
LN00874,2,60254.56,28737.54,29
LN00874,3,60254.56,60254.56,7
LN00874,4,60254.56,60254.56,1
LN00874,5,60254.56,36791.26,21
LN00874,6,60254.56,0.0,86
LN00875,1,94297.39,93385.59,0
LN00875,2,94297.39,93793.0,0
LN00875,3,94297.39,93760.36,0
LN00875,4,94297.39,94017.83,0
LN00875,5,94297.39,0.0,78
LN00875,6,94297.39,93722.25,0
LN00876,1,45411.62,29484.15,5
LN00876,2,45411.62,0.0,88
LN00876,3,45411.62,45353.5,0
LN00876,4,45411.62,0.0,76
LN00876,5,45411.62,0.0,19
LN00877,1,60195.91,59673.19,0
LN00877,2,60195.91,59663.63,0
LN00877,3,60195.91,59863.24,0
LN00877,4,60195.91,59912.21,0
LN00877,5,60195.91,59831.77,0
LN00877,6,60195.91,60147.77,0
LN00878,1,4334.92,4334.92,4
LN00878,2,4334.92,4333.17,0
LN00878,3,4334.92,4296.61,0
LN00878,4,4334.92,4297.59,0
LN00878,5,4334.92,4321.86,0
LN00878,6,4334.92,4334.92,7
LN00879,1,33106.13,19964.14,12
LN00879,2,33106.13,32978.89,0
LN00879,3,33106.13,32816.17,0
LN00879,4,33106.13,32785.0,0
LN00879,5,33106.13,32946.12,0
LN00879,6,33106.13,32881.83,0
LN00880,1,38280.97,38013.32,0
LN00880,2,38280.97,38103.96,0
LN00880,3,38280.97,38135.75,0
LN00880,4,38280.97,37966.65,0
LN00880,5,38280.97,0.0,16
LN00880,6,38280.97,37951.68,0
LN00881,1,4863.4,4863.4,4
LN00881,2,4863.4,4863.4,9
LN00881,3,4863.4,4863.4,3
LN00881,4,4863.4,0.0,73
LN00881,5,4863.4,0.0,15
LN00881,6,4863.4,4863.4,1
LN00882,1,13012.95,12920.38,0
LN00882,2,13012.95,12947.9,0
LN00882,3,13012.95,12887.97,0
LN00882,4,13012.95,12959.56,0
LN00882,5,13012.95,12896.76,0
LN00882,6,13012.95,8289.76,8
LN00883,1,67406.78,53118.06,25
LN00883,2,67406.78,67117.43,0
LN00883,3,67406.78,67030.74,0
LN00883,4,67406.78,67227.78,0
LN00883,5,67406.78,67142.07,0
LN00883,6,67406.78,67133.65,0
LN00884,1,29485.63,0.0,20
LN00884,2,29485.63,29251.71,0
LN00884,3,29485.63,29238.89,0
LN00884,4,29485.63,29334.34,0
LN00884,5,29485.63,0.0,36
LN00884,6,29485.63,29250.02,0
LN00886,1,88598.17,88559.48,0
LN00886,2,88598.17,88574.51,0
LN00886,3,88598.17,88508.55,0
LN00886,4,88598.17,88507.19,0
LN00886,5,88598.17,87978.6,0
LN00886,6,88598.17,88437.07,0
LN00887,1,49493.26,0.0,43
LN00887,2,49493.26,49044.88,0
LN00887,3,49493.26,49493.26,13
LN00887,4,49493.26,49493.26,9
LN00887,5,49493.26,0.0,20
LN00887,6,49493.26,0.0,82
LN00888,1,53757.52,0.0,24
LN00888,2,53757.52,53757.52,2
LN00888,3,53757.52,0.0,78
LN00888,4,53757.52,53757.52,14
LN00888,5,53757.52,53302.86,0
LN00888,6,53757.52,53662.79,0
LN00889,1,44594.54,44422.38,0
LN00889,2,44594.54,44545.73,0
LN00889,3,44594.54,23986.85,12
